RollNo,Gender,Math_Marks,Science_Marks,Arts_Marks,Study_Hours_Per_Week,Recommended_Stream
4271,Male,99.0,91.0,57.0,7.0,Technical
1437,Male,72.0,38.0,81.0,24.0,Technical
4561,Male,77.0,49.0,73.0,25.0,Technical
2136,Male,60.0,39.0,94.0,12.0,Academic
825,Female,84.0,82.0,76.0,20.0,Technical 
4569, Female,69.0,56.0,87.0,20.0,Technical
3920,Male,36.0,56.0,31.0,38.0,ACADEMIC
1366,Male,71.0,96.0,82.0,35.0,Technical
2032,Female,88.0,,40.0,33.0,Technical
3348,Male,84.0,50.0,47.0,13.0,Technical
3337,Male,54.0,51.0,69.0,39.0,Technical
2666,Male,46.0,81.0,100.0,32.0,Technical
3724,Female,52.0,87.0,25.0,18.0,Technical
3224,Male,90.0,87.0,42.0,30.0,Technical 
4495,Male ,91.0,61.0,90.0,31.0,Technical
3392,Female,63.0,46.0,89.0,21.0,
2962,FEMALE,97.0,37.0,92.0,12.0,Technical 
4138, Female,46.0,40.0,60.0,33.0,Academic
2524,Male,34.0,55.0,57.0,26.0,Academic
2945,Female,38.0,74.0,77.0,36.0,Technical
967,Male,-15.0,100.0,91.0,7.0,Technical
3980,Male,48.0,70.0,76.0,15.0,Technical
4526,Male,41.0,50.0,35.0,10.0,Technical
3858,Male,90.0,41.0,61.0,35.0,Technical
4765,Female,999.0,97.0,46.0,11.0,Technical
640,male,98.0,59.0,71.0,34.0,Technical
624,Female,94.0,42.0,66.0,12.0,Technical
5592,Female,48.0,91.0,63.0,26.0,Technical
3171,Female,35.0,44.0,69.0,30.0,Academic
159,Male,82.0,94.0,,,Technical
2830,Male,83.0,42.0,36.0,26.0,Technical
751,,64.0,91.0,68.0,13.0,technical
3974,Female,36.0,77.0,71.0,10.0,Technical
4520,Male,68.0,80.0,32.0,7.0,Technical
3189,Female,38.0,36.0,25.0,24.0,Academic
530,Male,55.0,67.0,75.0,25.0,ACADEMIC
3217, Female,69.0,61.0,77.0,30.0,Technical
1313,Male,54.0,42.0,83.0,23.0,Academic
1782,Male ,42.0,41.0,26.0,19.0,Technical
5077,Male,86.0,62.0,72.0,36.0,Technical
3377,Female,76.0,97.0,99.0,12.0,Technical
708,Male,98.0,68.0,82.0,14.0,Technical
4567,Male,92.0,88.0,54.0,,Technical
4471,Male,45.0,99.0,90.0,12.0,Technical
690,Male,45.0,39.0,52.0,35.0,Academic
2812,Female,53.0,,54.0,18.0,Technical
1079,Male,52.0,51.0,30.0,34.0,Technical
4043,Male,34.0,65.0,73.0,32.0,Technical 
3688,Female,92.0,,80.0,18.0,Technical
1360,Female,47.0,43.0,27.0,24.0,Technical
535,Male,35.0,85%,80.0,5.0,Technical
3808,Male,43.0,45.0,85.0,19.0,Academic
1728,FEMALE,44.0,35.0,60.0,27.0,Academic
1776,Male,55.0,43.0,67.0,14.0,technical
4172,male,92.0,96.0,67.0,32.0,Technical
4610,Female,70.0,93.0,63.0,30.0,Technical
4148,Female,46.0,86.0,31.0,25.0,Technical
3612,Male,48.0,44.0,53.0,31.0,Technical
4020,Female,45.0,47.0,63.0,,Academic
1560,FEMALE,63.0,54.0,69.0,34.0,Technical
3578,Female,63.0,84.0,41.0,4.0,ACADEMIC
2034,Male ,65.0,50.0,94.0,5.0,Technical
3548,Female,47.0,35.0,54.0,10.0,Academic
4691,Female,82.0,59.0,,26.0,Technical
4671,Male,96.0,56.0,83.0,6.0,Technical
1601,Female,59.0,85.0,28.0,39.0,Technical
1659,Female,48.0,61.0,78.0,11.0,Technical
1399,Female,58.0,95.0,72.0,34.0,Technical
4902,Male,100.0,60.0,93.0,18.0,Technical
2754,Male ,76.0,92.0,49.0,26.0,Technical
4011,Male,47.0,79.0,39.0,12.0,Technical
2075,Male,85.0,72.0,70.0,17.0,Technical
1414,FEMALE,61.0,55.0,26.0,11.0,Technical
1024,Female,33.0,60.0,84.0,38.0,technical
3025,Male,81.0,88.0,72.0,5.0,Technical
1318,Female,89.0,92.0,52.0,7.0,Technical
753,Female,79.0,55.0,47.0,36.0,Technical
5328,Female,56.0,80.0,59.0,37.0,Technical
125, Female,66.0,97.0,66.0,39.0,Technical
5568,Female,38.0,80.0,62.0,5.0,Technical
3148,Male,88.0,98.0,68.0,31.0,Technical
5081,Male ,88.0,45.0,59.0,6.0,Technical
4877,Male,47.0,67.0,53.0,31.0,Technical
964,Male,38.0,49.0,82.0,18.0,Technical 
4451,Female,77.0,,39.0,28.0,Technical
4559,Male,62.0,78.0,71.0,37.0,Technical 
980,Male,68.0,63.0,38.0,34.0,ACADEMIC
4459, Female,42.0,50.0,29.0,28.0,Technical
3251,Female,45.0,62.0,57.0,5.0,Technical
5549, Female,45.0,,88.0,7.0,Technical
1334,Male,47.0,94.0,84.0,37.0,Technical
3116,Male,33.0,100.0,31.0,9.0,Technical
3752,Male ,62.0,,35.0,26.0,Technical
3008,Male,80.0,68.0,54.0,26.0,Technical 
5285,Female,82.0,57.0,39.0,15.0,Technical 
5313,Male,31.0,43.0,78.0,26.0,Academic
1502,Male,57.0,100.0,97.0,19.0,Technical
410,Male,32.0,76.0,70.0,26.0,
2054,Female,71.0,97.0,56.0,25.0,Technical
502,,79.0,51.0,30.0,31.0,Technical
1086,Male,67.0,67.0,70.0,17.0,Technical
1375,Male,50.0,43.0,59.0,13.0,Technical 
2697,Male,47.0,49.0,41.0,16.0,Technical
2895,Male,36.0,57.0,30.0,13.0,Technical 
580,Female,40.0,84.0,,16.0,Technical
4033,Female,100.0,69.0,56.0,22.0,Technical
3232, Female,60.0,66.0,25.0,14.0,Technical
1283,Female,42.0,65.0,99.0,33.0,Academic
2952,Male,51.0,48.0,62.0,28.0,Technical
546,FEMALE,99.0,59.0,87.0,19.0,Technical
1544,Male ,88.0,48.0,56.0,27.0,Technical
2538,Male,99.0,41.0,71.0,18.0,Technical
1675,Male,37.0,63.0,85.0,12.0,Academic
4528,Male,67.0,63.0,83.0,17.0,Technical
3347,Male,78.0,85.0,28.0,21.0,Technical
1719,Female,80.0,74.0,30.0,15.0,Technical
1759,Male,65.0,60.0,51.0,32.0,Technical
207,Male,78.0,86.0,98.0,15.0,Technical
1358,Male,100.0,100.0,84.0,7.0,Technical
1773,Female,32.0,79.0,95.0,30.0,Technical
1633,Female,33.0,41.0,56.0,28.0,Academic
689,Male,79.0,74.0,87.0,10.0,Technical
5046,Female,46.0,40.0,,13.0,Academic
2899,Female,55.0,98.0,55.0,13.0,Technical
719,Female,46.0,37.0,37.0,37.0,Technical
3889,Male,69.0,74.0,74.0,23.0,Technical
2229,Female,46.0,36.0,,19.0,Technical
5459,Female,97.0,70.0,26.0,7.0,Technical
2739,Female,56.0,100.0,85.0,33.0,technical
2184,Female,62.0,35.0,63.0,32.0,ACADEMIC
164,Male,44.0,37.0,32.0,27.0,Technical
5082, Female,63.0,88.0,100.0,,Technical
1772,FEMALE,66.0,40.0,95.0,23.0,Academic
2796,Female,73.0,43.0,44.0,5.0,Technical
1254,Female,84.0,62.0,46.0,18.0,Technical
5471,Male,45.0,71.0,59.0,16.0,Technical
3369,Male ,47.0,54.0,69.0,11.0,ACADEMIC
760,Female,49.0,99.0,88.0,25.0,Technical
938,male,62.0,98.0,88.0,39.0,Technical 
4154, Female,77.0,52.0,46.0,29.0,Technical
970,Female,96.0,98.0,83.0,9.0,ACADEMIC
3615,FEMALE,72.0,,29.0,6.0,Technical
5321,Male,35.0,42.0,36.0,18.0,Academic
3295,Male,74.0,85.0,94.0,10.0,Technical
2740,Female,64.0,91.0,49.0,16.0,Technical
4425,Female,45.0,69.0,85.0,11.0,Technical
2178,Male ,38.0,37.0,69.0,10.0,ACADEMIC
848,Female,,54.0,76.0,18.0,ACADEMIC
1459,Male,47.0,42.0,46.0,40.0,ACADEMIC
5247,Female,81.0,78.0,47.0,12.0,Technical
1296,Female,46.0,65.0,58.0,40.0,Technical
4247,FEMALE,67.0,88.0,60.0,,Technical
1134,Male,52.0,75.0,76.0,14.0,Technical
1517,male,90.0,64.0,79.0,5.0,Technical 
2494,Male,61.0,48.0,,16.0,Technical
2728,Female,33.0,37.0,75.0,36.0,Academic
2691,Female,72.0,78.0,49.0,11.0,technical
3147,Male,60.0,83.0,94.0,39.0,Technical
1941,Male,87.0,99.0,46.0,19.0,technical
1892,Female,38.0,89.0,27.0,26.0,Technical
614,Female,96.0,98.0,94.0,20.0,Technical
2188,Female,60.0,93.0,68.0,16.0,Technical
309,Male,45.0,94.0,53.0,32.0,technical
1187,Female,84.0,68.0,48.0,38.0,Technical
4623,Female,47.0,73.0,25.0,4.0,Technical
3204,Male,47.0,56.0,66.0,19.0,Technical
3144,Male,86.0,100.0,53.0,35.0,Technical
3589,Male,82.0,49.0,85.0,4.0,Technical
1943,Male,72.0,90.0,99.0,21.0,Technical
3445,Male ,97.0,76.0,42.0,36.0,Technical
462,Male ,72.0,55.0,36.0,5.0,Technical 
236,FEMALE,93.0,63.0,75.0,5.0,Technical
4064,Female,99.0,96.0,60.0,10.0,Technical
2475,Female,31.0,49.0,84.0,36.0,ACADEMIC
4736,Female,42.0,42.0,100.0,34.0,Academic
3162,Male,85.0,98.0,90.0,30.0,technical
2403,Female,37.0,42.0,50.0,24.0,Academic
3487,Male,50.0,45.0,86.0,11.0,Academic
1349,Male ,96.0,83.0,52.0,16.0,Technical
3265,Male,59.0,75.0,41.0,9.0,Technical
187,Female,64.0,97.0,92.0,9.0,Technical
3725,Male,64.0,82.0,96.0,23.0,Technical
3451,Male,59.0,87.0,60.0,6.0,Technical
1745,Male,86.0,,51.0,7.0,Technical
4312,Female,53.0,99.0,,17.0,Technical 
3135,,65.0,70.0,35.0,16.0,technical
722,FEMALE,,57.0,29.0,36.0,Technical
2844,Male,70.0,82.0,67.0,25.0,Technical
4076,Male ,94.0,83.0,53.0,32.0,Technical
3113,Male,88.0,53.0,64.0,24.0,Technical 
1940,Male,99.0,96.0,59.0,33.0,Technical
413,Male ,74.0,55.0,70.0,29.0,Technical
1206,Male,91.0,89.0,57.0,32.0,Technical
2613,Male,100.0,55.0,,17.0,Technical
1617,Female,45.0,95.0,52.0,18.0,Technical
2831,Female,98.0,63.0,40.0,32.0,Technical
819,Male,57.0,,70.0,30.0,Technical
558,Male,79.0,54.0,67.0,5.0,Technical 
3118,male,85.0,87.0,43.0,12.0,technical
4654,Female,50.0,39.0,90.0,7.0,Academic
909,Male,54.0,82.0,25.0,17.0,Technical
1960,Male ,78.0,41.0,85.0,29.0,ACADEMIC
3355,Male,64.0,36.0,38.0,28.0,Technical
789,,88.0,54.0,72.0,17.0,Technical
4379,Male,69.0,94.0,79.0,4.0,Technical
1496,Female,65.0,80.0,27.0,9.0,Technical
4022,Male,95.0,89.0,32.0,19.0,Technical
2142,male,51.0,44.0,81.0,6.0,Academic
1520,Female,63.0,73.0,36.0,26.0,Technical
3417,Male,86.0,97.0,81.0,26.0,Technical
3557,Male,67.0,65.0,99.0,27.0,Technical
402,Female,35.0,76.0,88.0,37.0,ACADEMIC
2568,Male,80.0,78.0,72.0,34.0,Technical 
809,Male,66.0,89.0,48.0,27.0,Technical
4282,Female,42.0,71.0,51.0,28.0,Technical
1154,Female,61.0,77.0,78.0,19.0,Technical
1466,Male,39.0,47.0,52.0,30.0,Academic
5288,Male,52.0,47.0,63.0,27.0,
3434,Male,44.0,82.0,63.0,17.0,Technical
4099,Female,34.0,97.0,83.0,34.0,Technical
5308,Male,52.0,91.0,43.0,13.0,Technical
1651,FEMALE,83.0,37.0,72.0,26.0,Technical
4637,Male,79.0,96.0,62.0,,Technical
3467,Male,44.0,,68.0,37.0,Technical
757,Male,70.0,85.0,81.0,4.0,Technical
4629,Male ,38.0,62.0,51.0,39.0,Technical
1108,Male ,85.0,73.0,60.0,16.0,Technical
2863,Female,77.0,88.0,28.0,38.0,Technical
5282,male,37.0,74.0,32.0,29.0,Technical
3514, Female,38.0,71.0,97.0,31.0,Academic
322,Female,68.0,37.0,77.0,37.0,technical
516,FEMALE,78.0,86.0,86.0,,Technical
3327,Male,82.0,51.0,69.0,18.0,Technical
5168,Male,81.0,81.0,71.0,17.0,Technical
849,Female,33.0,68.0,90.0,31.0,Academic
1978,Male,39.0,82.0,87.0,20.0,Technical
2550,Male,67.0,88.0,73.0,6.0,Technical
2029,Female,30.0,56.0,85.0,4.0,Academic
404,Female,58.0,68.0,87.0,38.0,Technical
3500,Female,63.0,99.0,39.0,39.0,Technical
2834,Female,61.0,94.0,89.0,39.0,Technical
417,Male,86.0,95.0,38.0,10.0,Technical
5290,,80.0,89.0,32.0,16.0,Technical
2079,Female,35.0,,42.0,13.0,Technical
3686,Male,96.0,43.0,,28.0,Technical 
5160,Male,47.0,69.0,43.0,26.0,technical
4684,Female,52.0,73.0,82.0,27.0,Technical
959, Female,98.0,74.0,70.0,38.0,Technical
1153,male,92.0,55.0,60.0,16.0,Technical
5547,Male,68.0,52.0,25.0,38.0,Technical
1323,male,40.0,90.0,27.0,7.0,Technical
1109,Male,99.0,96.0,80.0,9.0,Technical
4514,Female,49.0,60.0,51.0,25.0,technical
1003,Male,94.0,87.0,28.0,5.0,Technical
3419,Female,49.0,39.0,27.0,13.0,Technical
1260,Male,31.0,86.0,29.0,,
3272,Male,74.0,49.0,87.0,25.0,Technical
764,Male,82.0,68.0,75.0,23.0,Technical
1420,Male,85.0,97.0,61.0,27.0,Technical
5001, Female,85.0,45.0,30.0,22.0,Technical
5052,Male,76.0,39.0,75.0,19.0,Technical
4636,Female,34.0,70.0,,25.0,Technical
1542,Male,37.0,58.0,27.0,29.0,Technical
3084,Male ,63.0,,90.0,23.0,Academic
4551,Male,86.0,89.0,85.0,16.0,Technical
3620,Male,83.0,70.0,51.0,8.0,Technical
2370,Female,33.0,71.0,89.0,39.0,Academic
1353,Male,39.0,84.0,89.0,8.0,Technical
4948,Male,57.0,82.0,35.0,25.0,Technical
3742,Female,34.0,35.0,78.0,33.0,Academic
472,Male,86.0,40.0,26.0,8.0,Technical
1250,Female,81.0,96.0,92.0,8.0,Technical
1347,Male,60.0,37.0,,6.0,ACADEMIC
135,Female,39.0,74.0,29.0,30.0,
5118,Male,34.0,81.0,73.0,20.0,Technical
1705,Male,91.0,35.0,66.0,4.0,Technical
5127,Male,34.0,36.0,50.0,8.0,Academic
1146,Female,39.0,79.0,68.0,15.0,technical
4613,Male,87.0,44.0,72.0,16.0,technical
4777,FEMALE,35.0,77.0,69.0,,Technical
4825,Male,48.0,67.0,85.0,29.0,Technical
471,Male,55.0,48.0,81.0,10.0,Technical
3645,Female,66.0,92.0,60.0,31.0,technical
1964,Female,47.0,38.0,87.0,,Academic
3446,Female,82.0,93.0,61.0,20.0,Technical
5578,FEMALE,100.0,64.0,47.0,18.0,Technical
4274,Female,77.0,94.0,51.0,33.0,Technical
1968,Male,32.0,35.0,25.0,15.0,Technical 
224, Female,84.0,70.0,73.0,35.0,Technical
1321,Female,87.0,42.0,80.0,19.0,Technical 
5396,Male,40.0,94.0,47.0,18.0,Technical 
4010,Male,44.0,67.0,78.0,6.0,Technical
2929,Male,78.0,47.0,69.0,15.0,Technical
3145,Female,37.0,61.0,83.0,15.0,Technical 
661,FEMALE,49.0,99.0,27.0,,Technical
885,Male,52.0,72.0,39.0,24.0,Technical
842,Male,77.0,90.0,49.0,24.0,Technical
4925,,61.0,80.0,82.0,14.0,Technical
4481,Male,999.0,79.0,75.0,31.0,Technical
1924,Female,64.0,97.0,,16.0,Technical
2709,Female,84.0,87.0,92.0,40.0,Technical
3078,FEMALE,47.0,,88.0,,Technical
3267,Female,40.0,43.0,45.0,34.0,Technical 
5412,Female,85.0,47.0,94.0,31.0,Technical
5079,Male,33.0,76.0,44.0,20.0,Technical
2570,Female,79.0,49.0,37.0,32.0,Technical
2148,FEMALE,33.0,44.0,76.0,6.0,ACADEMIC
935,Male,97.0,100.0,26.0,40.0,Technical 
2634,Male,89.0,43.0,54.0,26.0,ACADEMIC
4079,Male,91.0,,87.0,14.0,Technical
5454,Female,98.0,69.0,86.0,12.0,Technical
585,Female,,62.0,75.0,21.0,ACADEMIC
2286,male,81.0,61.0,41.0,16.0,Technical
5405,Male,73.0,59.0,44.0,29.0,Technical
4479,Male,60.0,62.0,33.0,36.0,Technical
312,FEMALE,94.0,100.0,59.0,35.0,technical
4231,Male,42.0,95.0,97.0,9.0,Technical
1917,Male,87.0,79.0,83.0,12.0,Technical
5438,Female,87.0,44.0,85.0,16.0,Technical
4108, Female,,83.0,60.0,19.0,
5469,Female,57.0,91.0,77.0,33.0,Technical
797,Male,83.0,79.0,86.0,39.0,Technical
4874,Female,48.0,52.0,26.0,26.0,Technical
3728,Female,34.0,62.0,92.0,28.0,Academic
4276,Female,65.0,37.0,71.0,21.0,Technical
1711,Female,32.0,43.0,85.0,34.0,Academic
4273,Male,91.0,94.0,68.0,9.0,Technical
3284,Male,48.0,70.0,59.0,27.0,Technical
3627,Female,73.0,62.0,29.0,16.0,Technical
393,Female,78.0,65.0,91.0,32.0,Technical
3820,Male,42.0,57.0,25.0,26.0,Technical
452, Female,70.0,43.0,38.0,31.0,Technical
709,Male,89.0,70.0,59.0,23.0,Technical
2444,Male,34.0,77.0,,31.0,technical
5432,male,79.0,53.0,82.0,13.0,Technical
3301,Female,82.0,53.0,43.0,14.0,Technical
2321,Female,33.0,42.0,72.0,31.0,ACADEMIC
2372,Male,,77.0,77.0,40.0,Technical
2572,Female,95.0,92.0,38.0,17.0,technical
2479,Male,88.0,40.0,31.0,32.0,Technical
4158,,32.0,74.0,41.0,21.0,Technical
5406,Female,42.0,95.0,51.0,20.0,Technical 
5114,male,68.0,63.0,29.0,18.0,technical
2519,Male ,72.0,57.0,78.0,38.0,Technical
4981,male,57.0,97.0,66.0,6.0,Technical
4573,Male,96.0,86.0,33.0,35.0,Technical
1492,Male,70.0,53.0,66.0,37.0,Technical
5411,Male ,82.0,37.0,46.0,28.0,Technical
2721,Female,70.0,56.0,88.0,33.0,Technical
5027,Male,90.0,78.0,85.0,10.0,Technical
2306,Female,89.0,66.0,100.0,16.0,Technical 
4046,Male ,50.0,,37.0,29.0,
2077,Male,41.0,44.0,42.0,13.0,Technical
3579,Male,54.0,80.0,89.0,22.0,Technical
4630,Male,97.0,94.0,50.0,29.0,Technical
759,Female,56.0,40.0,52.0,36.0,Technical
1326,Female,68.0,91.0,95.0,28.0,Technical
113,male,54.0,96.0,91.0,8.0,Technical
3052,Female,80.0,72.0,100.0,5.0,Technical
4916, Female,43.0,63.0,90.0,21.0,Academic
4246,,59.0,76.0,95.0,5.0,Technical
1132, Female,100.0,40.0,50.0,25.0,Technical
4120,FEMALE,31.0,65.0,53.0,5.0,Technical
4343,Female,85.0,99.0,80.0,34.0,Technical
3684,Female,57.0,51.0,40.0,40.0,Technical 
3064,Female,39.0,92.0,46.0,33.0,Technical
116,Male,,57.0,60.0,33.0,Technical 
371,Female,31.0,63.0,61.0,38.0,technical
4918,Female,37.0,98.0,33.0,27.0,Technical
1867,Female,46.0,42.0,61.0,28.0,technical
247,Female,55.0,52.0,36.0,28.0,Technical
1302,Male,,58.0,80.0,4.0,Technical
1783,Female,57.0,51.0,75.0,39.0,ACADEMIC
4350,Female,86.0,81.0,92.0,32.0,Technical
3049,Male,35.0,70.0,75.0,15.0,Technical
675,Female,77.0,95.0,52.0,12.0,Technical
2493,Male,66.0,86.0,43.0,12.0,Technical
2916,FEMALE,97.0,40.0,95.0,6.0,Technical
3896,Female,91.0,42.0,61.0,40.0,Technical
2944,Female,89.0,56.0,55.0,28.0,Technical 
3104,Female,94.0,76.0,57.0,22.0,Technical
4094,Male,88.0,35.0,49.0,18.0,Technical
5110,Male,72.0,85.0,50.0,9.0,technical
1088,Male,82.0,93.0,87.0,37.0,Technical
4330,Male,67.0,45.0,97.0,13.0,Technical 
1734,Female,58.0,61.0,54.0,39.0,Technical 
2313,Male,33.0,60.0,51.0,16.0,Technical
1197,Male,97.0,44.0,38.0,10.0,Technical
4307,Female,40.0,65.0,45.0,36.0,Technical
3096,Female,71.0,75.0,98.0,12.0,
3068,,46.0,44.0,56.0,15.0,Academic
2649,Male,98.0,43.0,99.0,40.0,Technical
2410,Male,34.0,65.0,60.0,36.0,Technical 
2314,Female,63.0,,91.0,32.0,Technical
5407,Male,41.0,72.0,84.0,34.0,Technical
3809,Male,92.0,65.0,42.0,26.0,Technical
4782,Male,92.0,98.0,80.0,29.0,Technical
387,Male,34.0,71.0,71.0,16.0,Technical
1704,Male,42.0,77.0,38.0,20.0,Technical
4018,Male,93.0,46.0,30.0,20.0,
4059,male,99.0,82.0,99.0,30.0,Technical
4166,Male,42.0,70.0,37.0,25.0,Technical
2530,Female,38.0,97.0,78.0,20.0,Technical
1938,Male,85.0,91.0,66.0,38.0,Technical
277,Female,81.0,84.0,97.0,5.0,ACADEMIC
5176,Female,86.0,72.0,78.0,23.0,Technical
2553,Female,84.0,61.0,93.0,12.0,Technical
359,,51.0,86.0,47.0,34.0,Technical 
5175,Female,52.0,64.0,86.0,6.0,ACADEMIC
450,Female,31.0,85.0,79.0,11.0,Technical
2256,Male,72.0,55.0,72.0,40.0,Technical
4872,FEMALE,33.0,35.0,55.0,39.0,Academic
4038,Male,42.0,75.0,70.0,34.0,Technical
4605,Male,39.0,57.0,67.0,36.0,technical
3427,Female,55.0,36.0,100.0,14.0,Academic
1376,FEMALE,97.0,63.0,73.0,27.0,Technical
2650,Male,60.0,78.0,58.0,24.0,Technical
4000,Female,83.0,73.0,87.0,13.0,Technical
570,Female,64.0,40.0,50.0,28.0,ACADEMIC
4521,Male,31.0,66.0,45.0,8.0,Technical
4881,Male,94.0,87.0,54.0,18.0,Technical
5256,Male,37.0,50.0,36.0,40.0,Technical
536,Female,75.0,86.0,60.0,40.0,Technical
1639,Male,74.0,86.0,32.0,38.0,Technical
588,Male,31.0,35.0,80.0,20.0,Academic
4236,Male,47.0,88.0,71.0,32.0,technical
2060,Female,30.0,67.0,27.0,30.0,
1405, Female,57.0,61.0,37.0,7.0,Technical
4363,Male,78.0,43.0,28.0,,Technical 
1222,FEMALE,100.0,48.0,59.0,26.0,Technical
2542,Female,79.0,77.0,70.0,23.0,Technical
2434,Female,67.0,49.0,90.0,35.0,technical
4308,Female,30.0,35.0,,18.0,Academic
3542,Female,44.0,62.0,49.0,22.0,Technical
927,Male,77.0,60.0,39.0,8.0,Technical
2591,Male,42.0,35.0,80.0,27.0,Academic
1643,Female,70.0,48.0,76.0,11.0,Technical
3522,Female,52.0,69.0,64.0,31.0,Technical
4811,Male,38.0,96.0,41.0,23.0,Technical
5129,Female,84.0,50.0,33.0,29.0,Technical
695,FEMALE,38.0,49.0,41.0,28.0,Technical
2334,male,94.0,91.0,97.0,35.0,Technical
268,Male,65.0,99.0,53.0,29.0,Technical
3541,Male ,58.0,47.0,26.0,40.0,Technical
4553,Female,63.0,98.0,59.0,33.0,Technical
5323,Male,74.0,87.0,98.0,25.0,Technical
420,Male,66.0,35.0,90.0,4.0,
1615,Male,95.0,46.0,36.0,36.0,ACADEMIC
5014,Male,52.0,70.0,41.0,14.0,Technical
2246,Female,90.0,,64.0,39.0,Technical
2477,Male,72.0,61.0,93.0,10.0,Technical
2351,Male,68.0,61.0,26.0,15.0,Technical
4507,Female,77.0,80.0,,18.0,Technical
2437,Male,81.0,92.0,34.0,26.0,Technical
3793,Female,42.0,42.0,79.0,11.0,Academic
1397,Male,64.0,71.0,26.0,24.0,Technical
1630,Female,66.0,69.0,83.0,14.0,Technical
1816,Female,91.0,76.0,61.0,15.0,Technical
3960,Female,99.0,44.0,53.0,33.0,Technical
3180,Female,98.0,72.0,50.0,29.0,Technical
3376,Female,51.0,42.0,92.0,6.0,Academic
1058, Female,,49.0,32.0,32.0,Technical
3515,Female,46.0,50.0,70.0,15.0,Academic
2047, Female,76.0,87.0,92.0,28.0,Technical
1825,Female,52.0,79.0,100.0,11.0,Technical
2328,Female,50.0,,49.0,38.0,
2892,male,39.0,52.0,42.0,18.0,Technical
2300, Female,100.0,72.0,59.0,37.0,Technical
3494,Male,32.0,64.0,81.0,4.0,Academic
5209,Female,93.0,81.0,28.0,29.0,Technical 
2917,Male,34.0,86.0,65.0,24.0,Technical
1980, Female,70.0,88.0,75.0,34.0,Technical
983,Male,75.0,51.0,47.0,10.0,Technical
478,Male,87.0,41.0,52.0,26.0,ACADEMIC
698,Male,44.0,87.0,64.0,15.0,Technical
2564,Female,43.0,40.0,60.0,6.0,ACADEMIC
5330,,73.0,52.0,35.0,28.0,Technical
2182,Male,79.0,69.0,81.0,12.0,Technical
1224,Female,95.0,43.0,46.0,10.0,Technical
5570,Male ,66.0,42.0,79.0,27.0,technical
547,Female,51.0,78.0,92.0,11.0,Technical 
2315,FEMALE,98.0,85.0,69.0,27.0,technical
486,Female,73.0,95.0,83.0,31.0,Technical
5029,Female,98.0,43.0,77.0,5.0,ACADEMIC
176,Female,58.0,67.0,,5.0,Technical
3972,Male,67.0,85.0,86.0,40.0,ACADEMIC
5536,male,54.0,93.0,68.0,28.0,Technical
5545,Male,72.0,82.0,87.0,32.0,Technical
3356,Male,45.0,99.0,52.0,39.0,Technical
2294,Female,57.0,48.0,92.0,35.0,Academic
2500,Female,60.0,85.0,61.0,12.0,Technical 
1767,Male,100.0,52.0,49.0,39.0,Technical
2249,Male,62.0,38.0,44.0,26.0,Technical
3870,Male,35.0,87.0,78.0,33.0,Technical
1300,Male,93.0,59.0,56.0,9.0,Technical
1770,Female,59.0,37.0,59.0,20.0,Technical
4028,Female,58.0,54.0,31.0,9.0,Technical
408,Male,73.0,43.0,46.0,12.0,Technical
4696,Female,39.0,49.0,35.0,6.0,ACADEMIC
1328,Male,40.0,36.0,42.0,8.0,Academic
1299,Female,86.0,97.0,75.0,,Technical
1548,Female,59.0,100.0,38.0,27.0,Technical
4939,Male,68.0,80.0,76.0,32.0,Technical
1267,Male ,84.0,87.0,33.0,12.0,Technical
2509,Female,96.0,77.0,59.0,31.0,Technical
208,Female,99.0,79.0,89.0,24.0,Technical
2918,Male,,49.0,74.0,11.0,Technical
317,Male,39.0,89.0,28.0,14.0,Technical
4496,Female,89.0,90.0,87.0,32.0,Technical
3073,Female,61.0,95.0,48.0,25.0,Technical
3676,Male,65.0,94.0,99.0,20.0,Technical
5408,Male,38.0,66.0,32.0,22.0,Technical
5560,Female,47.0,35.0,64.0,18.0,ACADEMIC
1735,Female,91.0,46.0,46.0,,technical
3921,Male,37.0,79.0,56.0,18.0,ACADEMIC
4003,Female,63.0,83.0,89.0,32.0,Technical
2811,Female,100.0,56.0,34.0,33.0,Technical
3648,Male,31.0,,71.0,8.0,Technical 
1500,Female,65.0,42.0,26.0,12.0,Technical
3464,Male,44.0,36.0,100.0,17.0,Academic
1432,Female,74.0,82.0,47.0,15.0,Technical
5244,Female,45.0,73.0,49.0,7.0,Technical
2045,Female,66.0,98.0,51.0,29.0,Technical
5146,Female,84.0,75.0,26.0,8.0,technical
156,Female,,52.0,95.0,27.0,Academic
1769,Male,44.0,46.0,,26.0,Academic
1418,Female,55.0,59.0,34.0,20.0,Technical
3817,Male,88.0,62.0,98.0,29.0,Technical
1687,Female,77.0,49.0,43.0,9.0,Technical 
3278,Female,93.0,100.0,96.0,31.0,Technical
645,Female,75.0,55.0,65.0,23.0,
4508,Male,64.0,48.0,27.0,30.0,Technical
2563,Female,57.0,83.0,75.0,10.0,Technical
4659,Female,61.0,81.0,55.0,31.0,Technical
5520,Male,57.0,43.0,56.0,19.0,Technical
4261,Female,55.0,39.0,58.0,37.0,Technical
4062,Male,71.0,92.0,62.0,38.0,Technical
1606,Male,51.0,80.0,78.0,16.0,Technical
4741,Female,80.0,92.0,62.0,22.0,Technical
1363,Male,55.0,78.0,94.0,7.0,Technical
214,Female,34.0,85.0,51.0,10.0,Technical
